access_id,odonimo_raw,localita,civico,esponente,coord_x,coord_y,section_number,assignment_method,coordinate_quality_flag,coordinate_suspect_reason,same_street_neighbour_count,distance_to_same_street_cluster_m,distance_to_nearest_same_street_m,nearest_validated_street_context,nearest_validated_street_context_count,distance_to_nearest_different_street_m,census_cell_id,suggested_action,notes
3539362,CONTRADA PAPAZZO,,151,,"16,2273318","38,9713808",70,normalized_street_exact,same_street_outlier,7122.7 m from same-street cluster centroid; nearest same-street civic is 7877.6 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 8121.9 m away,0,7122.7,7877.6,CONTRADA PIANO LUPPINO,3,3.4,0791600000186,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3512781,CONTRADA PIGNA MAZZEI,,21,,"16,2848469","38,957859",50,normalized_street_exact,same_street_outlier,4175.6 m from same-street cluster centroid; nearest same-street civic is 4962.2 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 4962.2 m away,0,4175.6,4962.2,VIA DEL PROGRESSO,4,15.9,0791600000106,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3530507,CONTRADA PROCESSIONE STOCCO,,55,,"16,3219329","38,9763846",60,normalized_street_exact,same_street_outlier,nearest same-street civic is 1096.5 m away; progressive civic-number neighbour is 1096.5 m away,0,1418.7,1096.5,VICO PRIMO DI VIA GARIBALDI,32,3.4,0791600000007,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3521540,CONTRADA QUATTROCCHI,,23,,"16,35599","38,9622496",29,normalized_street_exact,same_street_outlier,progressive civic-number neighbour is 1200.6 m away,0,6628.0,285.3,CONTRADA ZAPPANOTTE,3,0.0,0791600000346,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3521541,CONTRADA QUATTROCCHI,,25,,"16,2238999","38,9667477",29,normalized_street_exact,same_street_outlier,nearest same-street civic is 658.8 m away; progressive civic-number neighbour is 11408.8 m away,0,4853.2,658.8,CONTRADA ZINNAVO,1,0.0,0791600000185,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3521543,CONTRADA QUATTROCCHI,,25,A,"16,355259","38,959743",29,normalized_street_exact,same_street_outlier,progressive civic-number neighbour is 11408.8 m away,0,6599.0,285.3,CONTRADA PIOMBO ZAPPANOTTE,1,0.0,0791600000346,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3521544,CONTRADA QUATTROCCHI,,25,B,"16,2216","38,96109",29,normalized_street_exact,same_street_outlier,nearest same-street civic is 658.8 m away; progressive civic-number neighbour is 10422.0 m away,0,5111.7,658.8,CONTRADA ZINNAVO,1,0.0,0791600000348,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3521560,CONTRADA QUATTROCCHI,,4,,"16,3040511","38,9190834",29,normalized_street_exact,same_street_outlier,nearest same-street civic is 5924.2 m away; progressive civic-number neighbour is 6052.4 m away,0,5843.0,5924.2,CONTRADA VISCARDI,1,0.0,0791600000355,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3538129,CONTRADA SORBELLO,,10,,"16,2264519","38,967947",51,normalized_street_exact,same_street_outlier,7505.8 m from same-street cluster centroid; nearest same-street civic is 8063.1 m away; progressive civic-number neighbour is 8095.7 m away,0,7505.8,8063.1,CONTRADA PIANO LUPPINO,1,0.0,0791600000348,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3537146,CONTRADA SPINETO,,110,,"16,3158479","38,9809367",25,normalized_street_exact,same_street_outlier,nearest same-street civic is 674.7 m away; progressive civic-number neighbour is 696.6 m away,0,649.7,674.7,,0,,0791600000317,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3525975,CONTRADA VALLE RICCIARDI INFERIORE,,40,A,"16,3194083","38,9751664",,,same_street_outlier,7126.4 m from same-street cluster centroid; nearest same-street civic is 7508.6 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 7511.0 m away,0,7126.4,7508.6,CORSO NUMISTRANO,42,9.9,0791600000008,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3519289,CONTRADA VELATI,,27,,"16,3201673","38,977266",,,same_street_outlier,nearest same-street civic is 737.0 m away; progressive civic-number neighbour is 737.0 m away,0,592.7,737.0,VIA CONFORTI,56,0.0,,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3512577,CONTRADA VONIO,,67,,"16,2497599","38,977077",51,normalized_street_exact,same_street_outlier,nearest same-street civic is 688.1 m away; progressive civic-number neighbour is 739.4 m away,0,840.4,688.1,CONTRADA QUATTROCCHI,1,0.0,0791600000348,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3535711,CORSO DELLA REPUBBLICA,,2,,"16,2870078","38,9668786",,,same_street_outlier,progressive civic-number neighbour is 565.8 m away,0,370.9,455.5,VIA GIUSEPPE MAZZINI,39,0.0,0791600000148,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3572084,CORSO NUMISTRANO,,37,B,"16,2588338","38,9582774",8,normalized_street_exact,same_street_outlier,4992.4 m from same-street cluster centroid; nearest same-street civic is 2502.4 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 5633.3 m away,0,4992.4,2502.4,,0,,0791600000322,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3572086,CORSO NUMISTRANO,,41,,"16,2717747","38,9879341",8,normalized_street_exact,same_street_outlier,4076.2 m from same-street cluster centroid; nearest same-street civic is 2563.9 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 4393.3 m away,0,4076.2,2563.9,,0,,0791600000339,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3572107,CORSO NUMISTRANO,,71,,"16,248277","38,8710094",8,normalized_street_exact,same_street_outlier,12524.8 m from same-street cluster centroid; nearest same-street civic is 8009.6 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 8009.6 m away,0,12524.8,8009.6,,0,,0791600000334,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3569822,CORSO NUMISTRANO,,79,,"16,2852601","38,9673704",8,normalized_street_exact,same_street_outlier,2523.2 m from same-street cluster centroid; nearest same-street civic is 2502.4 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 3058.8 m away,0,2523.2,2502.4,PIAZZA GIUSEPPE GARIBALDI,67,6.2,0791600000149,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3528137,LARGHETTO BLASCHI,,8,,"16,222913","38,900832",38,spatially_resolved_candidate,same_street_outlier,9507.7 m from same-street cluster centroid; nearest same-street civic is 4442.9 m away; progressive civic-number neighbour is 4852.0 m away,0,9507.7,4442.9,,0,,0791600000079,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3515382,LARGO CAPORALE,,1,,"16,3199453","38,9763173",8,normalized_street_exact,same_street_outlier,3884.9 m from same-street cluster centroid; nearest same-street civic is 4365.0 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 4375.9 m away,0,3884.9,4365.0,CORSO NUMISTRANO,36,0.0,0791600000006,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3555603,LARGO DEL GESU',,6,,"16,2527115","38,9138968",,,same_street_outlier,8515.7 m from same-street cluster centroid; nearest same-street civic is 9550.1 m away; progressive civic-number neighbour is 9554.8 m away,0,8515.7,9550.1,,0,,0791600000081,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3529111,LARGO SCARAMUZZINO,,13,,"16,3449971","38,9654307",29,spatially_resolved_candidate,same_street_outlier,2374.8 m from same-street cluster centroid; nearest same-street civic is 2393.0 m away; progressive civic-number neighbour is 2473.1 m away,0,2374.8,2393.0,VICOLO LEONE,1,114.6,0791600000343,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3517041,LOCALITA' CAFARELLO,,6,A,"16,3183384","38,9746517",,,same_street_outlier,3508.3 m from same-street cluster centroid; nearest same-street civic is 4294.7 m away,0,3508.3,4294.7,,0,,,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3591656,LOCALITA' PITIZZANNI,,11,,"16,2527115","38,9138968",,,same_street_outlier,nearest same-street civic is 727.6 m away; progressive civic-number neighbour is 758.9 m away,0,2414.6,727.6,,0,,0791600000081,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3515468,LOCALITA' SAN MINA' INFERIORE,,62,,"16,315388","38,972783",,,same_street_outlier,5955.7 m from same-street cluster centroid; nearest same-street civic is 549.1 m away; progressive civic-number neighbour is 7817.8 m away,0,5955.7,549.1,,0,,0791600000013,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3524015,PIAZZA DELLA REPUBBLICA,,14,,"16,318034","38,9762167",9,normalized_street_exact,same_street_outlier,nearest same-street civic is 643.0 m away; progressive civic-number neighbour is 652.0 m away,0,630.1,643.0,VIA VOLTURNO,32,14.1,0791600000006,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3522998,PIAZZA FELICE SACCHI,,16,,"16,3241204","38,9806997",,,same_street_outlier,nearest same-street civic is 620.5 m away; progressive civic-number neighbour is 621.4 m away,0,630.6,620.5,VIA SANTO TEODORO,17,22.6,0791600000002,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3607368,PIAZZA GIUSEPPE GARIBALDI,,7,,"16,299215","38,969088",,,same_street_outlier,1053.1 m from same-street cluster centroid; nearest same-street civic is 1132.7 m away; point is near validated ANNCSU civics labelled VIA ANTONIO REILLO (25 of nearby context within 120 m); progressive civic-number neighbour is 1132.7 m away,0,1053.1,1132.7,VIA ANTONIO REILLO,25,21.8,0791600000039,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
